,id,alias,name,is_closed,review_cou,rating,price,categories,latitude,longitude,address,city,zipcode,state,country,index_right,NTACode,NTAName,Households,0-25k,25k-50k,50k-75k,75k-100k,100k-125k,125k-150k,> 150k,MeanLifeExp
10,z5EpI39omxW6aK_X2uHi8A,lobster-joint-brooklyn,Lobster Joint,0,646,4.0,$$,seafood,40.7354,-73.95528,1073 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
11,U2EvUcS9KtXDv_Yw3cugiw,chez-ma-tante-brooklyn,Chez Ma Tante,0,144,4.5,$$,tradamerican,40.72689661,-73.95742904,90 Calyer St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
12,4taegd-dJm0xGJOmqG5DtQ,cafe-alula-brooklyn,Cafe Alula,0,34,4.5,MISSING,cafes|breakfast_brunch|lebanese,40.73461,-73.95822,252 Franklin St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
13,1nQZbtmjODUgPm-QQdKrhA,milk-and-roses-brooklyn,Milk And Roses,0,362,4.0,$$,italian|venues|newamerican,40.7364097,-73.95508249999997,1110 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
14,1xJV03v3g3oP3G5oDlWuoQ,di-an-di-brooklyn-2,Di An Di,0,137,4.0,$$$$,vietnamese|cocktailbars,40.729526,-73.958244,68 Greenpoint Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
15,HodL0fXoF08C3Ir-kLeTtw,forma-pasta-factory-brooklyn,Forma Pasta Factory,0,109,5.0,$$,pastashops|italian|salad,40.72371,-73.95156999999998,14 Bedford Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
16,l0ZOGV9tohkpfHiZ-3XSRg,friducha-brooklyn,Friducha,0,70,4.0,$$,mexican|bars,40.73152,-73.95432,946 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
17,k2o2DJOZT0oGTM-zmAJUfQ,adelinas-brooklyn,Adelina's,0,171,4.0,$$,italian|wine_bars|vegan,40.7305,-73.95339,159 Greenpoint Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
18,3BbKR2GURXEXihFrDYqQkg,elder-greene-brooklyn,Elder Greene,0,39,4.0,MISSING,cocktailbars|tradamerican|breakfast_brunch,40.730721,-73.957521,160 Franklin St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
19,wA_KKu3X36JcaUPgFjyIHg,glasserie-brooklyn-2,Glasserie,0,353,4.0,$$$,mediterranean|bars,40.7376154,-73.9560697,95 Commercial St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
20,oRCbrbLqvOcBuWPzSjOllQ,alameda-brooklyn,Alameda,0,134,4.0,$$,newamerican|cocktailbars,40.733494,-73.958484,195 Franklin St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
21,yBBKdMVbGjSPAgxhDT8zMg,early-brooklyn,Early,0,87,4.5,$,coffee|sandwiches,40.732151,-73.9548187,967 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
22,p6-X_mg5ETcUuV-X4RkPCg,citroën-brooklyn,Citroën,0,39,4.5,MISSING,french|bars,40.7312,-73.95459,931 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
23,Mb0gJe5qmNov4rzJwx3bew,the-royal-brooklyn-brooklyn-2,The Royal Brooklyn,0,5,5.0,MISSING,sportsbars|tradamerican,40.734047,-73.95522700000002,1025 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
24,ZXQrskaUKj4_5jgFdBnD_w,troost-brooklyn,Troost,0,83,4.0,$,newamerican|wine_bars|cocktailbars,40.733463,-73.955095,1011 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
25,0XC6L2GCtuaNEI8XFEyD2g,jungle-cafe-brooklyn-2,Jungle Cafe,0,232,4.0,$$,vegan|vegetarian,40.730358,-73.954885,131 Greenpoint Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
26,sHRFCUDuvekILW4ZueTXMg,polish-and-slavic-center-cafeteria-brooklyn,Polish & Slavic Center Cafeteria,0,11,4.5,$$$$,polish|nonprofit,40.731197,-73.95358900000002,177 Kent St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
27,IVjpsmmsgc42k9K2RZR3Qg,le-fond-brooklyn,Le Fond,0,142,4.5,$$,french,40.72584152,-73.95110321,105 Norman Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
28,pGr5QuQU7Ur5GHLvXbT8bw,paulie-gees-brooklyn,Paulie Gee's,0,1205,4.5,$$,pizza|vegan|italian,40.729546,-73.958568,60 Greenpoint Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
29,ktvhcL-VzaZRxkqm3rAXEA,brooklyn-label-brooklyn-3,Brooklyn Label,0,70,3.5,$$,tradamerican,40.73149,-73.95770999999998,180 Franklin St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
30,P289ym2atWI1Gb9xaEie9A,pelicana-chicken-brooklyn-2,Pelicana Chicken,0,50,4.0,$$,chickenshop,40.731408,-73.954702,941 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
31,t-Pm38_XhMnGfOYgkhaNRA,le-fanfare-brooklyn-4,Le Fanfare,0,164,4.0,$$,italian|wine_bars|cocktailbars,40.736202,-73.955558,1103 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
32,kvpSqh3q7r3HK3Tw-wXGEQ,ashbox-brooklyn,Ashbox,0,125,4.5,$,japanese|cafes,40.738267,-73.955158,1154 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
33,M-2aF4N8jIewBt3UoYEYJg,fornino-greenpoint-brooklyn-3,Fornino- Greenpoint,0,200,4.0,$$,pizza|italian,40.728949,-73.953999,849 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
34,xnrn6Ibn4T22vTjYX1H1zQ,afghan-kabab-and-grill-house-brooklyn,Afghan Kabab and Grill House,0,43,4.0,MISSING,halal|afghani,40.73359,-73.95498,1015 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
35,gvMYV5E3HyzhN_MYFIMGzg,el-born-brooklyn,El Born,0,285,4.5,$$,spanish|wine_bars|tapasmallplates,40.72434792,-73.95122261,651 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
36,#NAME?,cuchi-s-place-brooklyn,Cuchi’s Place,0,1,5.0,MISSING,peruvian|comfortfood,40.73295,-73.95456,994 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
37,sEuLm5fQgWkkiYBt6OphWQ,greenpoint-fish-and-lobster-brooklyn,Greenpoint Fish & Lobster,0,319,4.0,$$,seafood|seafoodmarkets,40.724128,-73.9491199,114 Nassau Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
38,9tfCWhTSQtmMcf9gp5fi6w,brooklyn-whiskers-greenpoint-brooklyn,Brooklyn Whiskers - Greenpoint,0,25,4.5,$,vegan|bakeries|coffee,40.73333547,-73.95469069,1008 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
39,TDyu1-6XF7r1jc13j7nDNA,tørst-brooklyn,TØRST,0,390,4.5,$$,beerbar|gastropubs|beer_and_wine,40.7233949,-73.950856,615 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
40,1Q3oaJahyGRogDWgpo7PIw,five-leaves-brooklyn-2,Five Leaves,0,1581,4.0,$$,newamerican|coffee|bars,40.72371831,-73.95159864,18 Bedford Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
41,BBszjdL8z21T9JpnNYgGiw,cherry-point-brooklyn,Cherry Point,0,135,4.5,$$,cocktailbars|british|modern_european,40.72449542,-73.95115751,664 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
42,biapLGctTtB9MDl2UW8bXQ,eagle-trading-brooklyn,Eagle Trading,0,129,4.5,$,cafes,40.73498408,-73.95830247,258 Franklin St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
43,N90gLDq4XgqYanlRqaeNKg,acapulco-brooklyn-2,Acapulco,0,274,4.0,$,mexican|sandwiches|newamerican,40.7367,-73.95517,1116 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
44,OMF0rN7FHM2KovR8hJVbKA,kimchee-market-greenpoint,Kimchee Market,0,44,4.0,$,korean|grocery,40.73063,-73.95195,191 Greenpoint Ave,Greenpoint,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
45,0vV3bzc_HiGn5kf3iOCPhA,the-springs-bar-and-lounge-brooklyn,The Springs Bar and Lounge,0,102,3.0,$$,cocktailbars|tradamerican,40.7333644,-73.95805648,224 Franklin St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
46,v3qQvMjj4KSZ4dPU4ERyiw,ramen-spot-brooklyn-4,Ramen Spot,0,72,4.5,$$,ramen,40.7268634,-73.952345,760 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
47,nyqK-hAA8ZKYar9PuQiBiA,bakeri-brooklyn-2,Bakeri,0,82,4.0,$$,cafes|sandwiches,40.73431,-73.95753,105 Freeman St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
48,eMI0y5FnEzoGeiaFE_ejlQ,west-wine-bar-brooklyn,West Wine Bar,0,40,4.5,$$$,wine_bars|mediterranean,40.72886781,-73.95923492,67 West St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
49,IIM-dzbOvg4x7h-AjHsq9Q,bulbap-grill-brooklyn,Bulbap Grill,0,123,4.5,$$,korean|asianfusion,40.7243,-73.9509099,646 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
50,6wJOojpF2c4lLeBNbTBB0A,baoburg-brooklyn-2,Baoburg,0,201,4.0,$$,asianfusion|dimsum|thai,40.72349293,-73.95033219,614 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
51,AfF4zVbVI27zwgkzOLYDFg,xian-famous-foods-brooklyn-9,Xi'an Famous Foods,0,214,4.0,$$,chinese|noodles|burgers,40.72433017,-73.95092994,648 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
52,RmQOUUkwHDhuuh9Y6XzLsQ,hungry-brooklyn,Hungry?,0,105,4.0,$$,thai|tradamerican|comfortfood,40.7253533,-73.95240600000002,77 Norman Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
53,P91q647NhgyIf7nLc4wYsQ,frankels-delicatessen-brooklyn,Frankel's Delicatessen,0,236,4.0,$$,delis|bagels|sandwiches,40.723826,-73.9509979,631 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
54,Y331N32AeN-s5fFRe-bLuA,achilles-heel-brooklyn,Achilles Heel,0,75,3.5,$$,seafood|cocktailbars,40.73318,-73.95969000000002,180 W St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
55,f-WkzzSaAA_mdDmsKlJ4sw,21-greenpoint-brooklyn-2,21 Greenpoint,0,102,4.0,$$$,newamerican|seafood|pizza,40.72978,-73.95992,21 Greenpoint Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
56,2FgUndzCT_jJATbmrBDVBg,paulie-gees-slice-shop-brooklyn,Paulie Gee's Slice Shop,0,148,4.0,$,pizza|italian,40.72836,-73.9572,110 Franklin St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
57,WAQZnCXPL7XcKebpSoyjww,ott-authentic-thai-cuisine-brooklyn,OTT Authentic Thai Cuisine,0,136,3.5,$$,thai,40.732228000000006,-73.954262,970 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
58,ry0nAQiUn8bpNAruY_5wfw,scalino-brooklyn-2,Scalino,0,232,4.5,$$,italian,40.7244699,-73.95151,659 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
59,_iJChYU1yfsvqRv9e5Ic0A,krolewskie-jadlo-brooklyn,Krolewskie Jadlo,0,406,4.0,$$,polish,40.72532,-73.95153,694 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
60,rA1lLU5n84bCWLVBo3daDA,pyza-brooklyn,Pyza,0,85,4.5,$,polish,40.724237,-73.94878,118 Nassau Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
61,xYDays-olVw50rdusxW5Rw,wanpaku-brooklyn,Wanpaku,0,66,4.0,$$,tapasmallplates|ramen|japacurry,40.72355,-73.95092,621 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
62,DX76JONqehHbcljtiD6kiw,the-hidden-pearl-brooklyn,The Hidden Pearl,0,36,4.5,$$,cocktailbars|speakeasies|tapasmallplates,40.72355,-73.95092,621 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
63,O8Ku5ZChZ14uk7sSgQ6BSA,slick-willie-table-and-bar-brooklyn,Slick Willie Table & Bar,0,91,4.0,$$,tradamerican|breakfast_brunch|coffee,40.72826833,-73.94929181,179 Meserole Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
64,l2ROlwwJcTPmi_2l3A9oyQ,amber-steak-house-brooklyn-2,Amber Steak House,0,286,4.5,$$$,steak,40.72446417,-73.94901804,119 Nassau Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
65,LyFVS_a089B96WTEGLNpeA,ria-bella-pizza-brooklyn,Ria Bella Pizza,0,128,4.5,$$,italian|pizza,40.73477488,-73.95520508,1049 Manhattan Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
66,TVuJO-1J7IQa0nCyGGEd1w,the-halcyon-gourmet-brooklyn,The Halcyon Gourmet,0,21,4.5,$$,newamerican|catering,40.7251,-73.95573,202 Banker St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
67,scJdeBOpASetPOl82NkJFQ,polka-dot-greenpoint,Polka Dot,0,64,4.0,$,polish,40.72617286,-73.95199848,726 Manhattan Ave,Greenpoint,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
68,THvj8ivYzVh0fAOePxdclA,kaskade-new-york,Kaskade,0,1,5.0,MISSING,modern_european|cocktailbars|venues,40.73023,-73.95518,123 Greenpoint Ave,New York,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
69,dCpEEfyvj95C6qLd-D92CQ,lili-and-cata-brooklyn,Lili and Cata,0,11,4.5,MISSING,cafes|othersalons,40.72968201,-73.95812551,72 Greenpoint Ave,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
70,2vKlin66aGXTsLeqoHLELA,vittles-cafe-brooklyn,Vittles Cafe,0,35,4.0,$,cafes|sandwiches|breakfast_brunch,40.7278779,-73.957006,94 Franklin St,Brooklyn,11222,NY,US,170,BK76,Greenpoint,16223,0.20020957899278802,0.13684275411452876,0.15188312889108058,0.13597978179128398,0.10552918695678974,0.0869136411267953,0.18264192812673366,80.16363636363637
